bin/genomesuperkingdomphylumclassorderfamilygenusspecies
unfiltered/maxbinned_coassembly.fa.052Bacteria[:w25.55%;c31.52%]Proteobacteria[:w6.75%;c7.59%]Deltaproteobacteria[:w1.89%;c2.09%]Myxococcales[:w0.29%;c0.33%]Myxococcaceae[:w0.08%;c0.08%]Myxococcus[:w0.08%;c0.08%]Myxococcus macrosporus[:w0.04%;c0.03%]
unfiltered/maxbinned_coassembly.fa.053Bacteria[:w54.74%;c62.41%]Chloroflexi[:w39.51%;c43.56%]Anaerolineae[:w9.04%;c10.50%]Anaerolineales[:w7.12%;c8.35%]Anaerolineaceae[:w6.98%;c8.20%]Pelolinea[:w0.37%;c0.46%]Pelolinea submarina[:w0.37%;c0.46%]
unfiltered/maxbinned_coassembly.fa.054Bacteria[:w15.73%;c30.04%]Ignavibacteriae[:w14.49%;c25.60%]Ignavibacteria[:w4.57%;c10.48%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.055Bacteria[:w49.65%;c50.52%]Candidatus Aminicenantes[:w35.16%;c35.23%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.056Bacteria[:w66.44%;c77.97%]Proteobacteria[:w66.25%;c74.58%]Betaproteobacteria[:w21.85%;c22.03%]Nitrosomonadales[:w7.95%;c7.63%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.057Bacteria[:w29.37%;c36.77%]Spirochaetes[:w28.54%;c30.94%]Spirochaetia[:w2.78%;c1.79%]Spirochaetales[:w2.78%;c1.79%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.058Bacteria[:w41.06%;c43.64%]Proteobacteria[:w36.13%;c38.08%]Deltaproteobacteria[:w33.37%;c35.36%]Syntrophobacterales[:w2.36%;c2.96%]Syntrophorhabdaceae[:w0.57%;c0.65%]Syntrophorhabdus[:w0.57%;c0.65%]Syntrophorhabdus aromaticivorans[:w0.57%;c0.65%]
unfiltered/maxbinned_coassembly.fa.059Bacteria[:w21.85%;c28.72%]Ignavibacteriae[:w20.50%;c13.83%]Ignavibacteria[:w13.18%;c7.45%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.060Bacteria[:w64.75%;c66.23%]Chloroflexi[:w60.10%;c60.98%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.061Bacteria[:w52.82%;c55.44%]Proteobacteria[:w48.77%;c49.76%]Deltaproteobacteria[:w44.29%;c44.91%]Syntrophobacterales[:w1.45%;c1.87%]Syntrophaceae[:w0.28%;c0.35%]Syntrophus[:w0.19%;c0.21%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.062Bacteria[:w65.92%;c69.46%]Chloroflexi[:w37.52%;c38.01%]Anaerolineae[:w7.22%;c7.98%]Anaerolineales[:w5.87%;c6.38%]Anaerolineaceae[:w5.61%;c6.02%]Pelolinea[:w0.74%;c0.79%]Pelolinea submarina[:w0.74%;c0.79%]
unfiltered/maxbinned_coassembly.fa.063Bacteria[:w94.17%;c95.97%]Proteobacteria[:w89.96%;c91.81%]Betaproteobacteria[:w16.75%;c21.20%]Nitrosomonadales[:w8.38%;c11.77%]Thiobacillaceae[:w5.71%;c8.26%]Thiobacillus[:w5.53%;c8.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.064Bacteria[:w32.78%;c40.10%]Ignavibacteriae[:w25.50%;c29.71%]Ignavibacteria[:w17.00%;c20.43%]Ignavibacteriales[:w2.92%;c3.05%]Ignavibacteriaceae[:w0.04%;c0.07%]Ignavibacterium[:w0.04%;c0.07%]Ignavibacterium album[:w0.04%;c0.07%]
unfiltered/maxbinned_coassembly.fa.065Bacteria[:w38.42%;c45.00%]Proteobacteria[:w35.61%;c37.84%]Deltaproteobacteria[:w30.36%;c31.30%]Syntrophobacterales[:w5.47%;c6.67%]Syntrophaceae[:w4.87%;c5.68%]Desulfomonile[:w4.68%;c5.37%]Desulfomonile tiedjei[:w4.68%;c5.37%]
